id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
10898,Germán Duarte Aguirre,19.0,M,Arequipa,Cercado,2022-06-15,Tienda Física,Ocasional
10899,Hermelinda Nelly Partida Santillán,31.0,F,Lima,San Miguel,2022-12-01,App,Premium
10900,Wendolin Jaqueline Zamora,35.0,F,Lima,San Isidro,2021-02-28,Web,Nuevo
10901,Conchita Berta Malave Negrón,24.0,F,Lima,Jesus María,2020-06-09,Web,Regular
10902,Gonzalo Emiliano Zapata Arias,56.0,M,Piura,Miraflores,2022-04-05,Web,Regular
10903,Inés Ponce Núñez,39.0,F,Trujillo,Centro,2021-04-12,App,Nuevo
10904,Lic. Natividad Galarza,47.0,F,Lima,La Molina,2020-06-08,Tienda Física,Nuevo
10905,Cristina Rosalia Mendoza de Jesús,21.0,F,Lima,San Miguel,2020-11-01,Tienda Física,Ocasional
10906,Serafín Olivárez Méndez,40.0,M,Arequipa,Yanahuara,2021-03-28,Web,Nuevo
10907,Pedro Iván Macías Muro,29.0,M,Trujillo,Vista Alegre,2020-07-22,Web,
10908,Sr. Carlos de la O,63.0,M,Trujillo,El Recreo,2021-08-01,App,Ocasional
10909,Julia Perla Zambrano,34.0,F,Arequipa,Paucarpata,2020-11-19,App,Ocasional
10910,Blanca Juárez Ledesma,26.0,F,Cusco,San Jerónimo,2021-06-27,Tienda Física,Ocasional
10911,Fidel Cortez,37.0,M,Lima,San Isidro,2022-10-26,Tienda Física,Regular
10912,Rosario Villegas,,F,Piura,Veintiséis de Octubre,2021-10-19,Tienda Física,Regular
10913,Alfredo Jaime Montenegro Zavala,41.0,M,Arequipa,Cercado,2020-01-03,App,Premium
10914,Mauricio Jacobo Madrigal Haro,57.0,M,Arequipa,Paucarpata,2021-10-02,Web,Regular
10915,Carlota Valle Zayas,38.0,F,Arequipa,Cayma,2020-05-15,Tienda Física,Regular
10916,Yolanda Gaitán Zúñiga,47.0,F,Lima,Pueblo Libre,2021-06-19,Tienda Física,Premium
10917,Roberto Antonio Casas,39.0,M,Arequipa,Cercado,2021-09-25,Tienda Física,Ocasional
10918,Débora Cristal Muro Mejía,26.0,F,Lima,Miraflores,2021-07-18,Web,Ocasional
10919,Uriel Julio César Valdez,22.0,M,Trujillo,El Recreo,2022-04-29,Web,Regular
10920,Rosa Blanca Santiago,37.0,F,Lima,Lince,2021-08-16,Web,Premium
10921,José Manuél Jerónimo Romero Jurado,40.0,M,Arequipa,Cercado,2020-07-15,Tienda Física,Regular
10922,Zeferino Raúl Lozada,35.0,M,Lima,Miraflores,2021-12-12,Web,Premium
10923,Sandra Haro Sauceda,48.0,F,Cusco,San Jerónimo,2021-08-01,App,Regular
10924,Manuel Miranda Treviño,32.0,M,Trujillo,Vista Alegre,2020-03-29,Tienda Física,Ocasional
10925,Rubén Alcaraz Bétancourt,18.0,M,Trujillo,Centro,2022-10-23,App,Premium
10926,Maximiliano René Amaya,27.0,M,Trujillo,La Merced,2021-08-09,Tienda Física,Ocasional
10927,Octavio Óscar Peña Carreón,26.0,M,Trujillo,La Merced,2022-05-18,App,Nuevo
10928,Noemí Guardado,41.0,F,Lima,Surco,2022-10-07,App,Regular
10929,Homero Humberto Carrasco Matías,44.0,M,Lima,Barranco,2021-11-18,App,Premium
10930,Elsa Trinidad Bravo Serrato,30.0,F,Lima,Surco,2021-04-29,Tienda Física,Regular
10931,Ana Luisa Ortega Gollum,32.0,F,Cusco,Santiago,2020-09-12,Tienda Física,Ocasional
10932,Dr. Isaac Concepción,65.0,M,Piura,Miraflores,2020-04-01,Tienda Física,Ocasional
10933,Srita. Aldonza Gollum,40.0,F,Trujillo,La Merced,2022-09-13,Tienda Física,Regular
10934,Barbara Trinidad Saavedra Cabrera,19.0,F,Cusco,San Sebastián,2022-06-20,Tienda Física,Premium
10935,Sr. Jesús Robledo,57.0,M,Piura,Veintiséis de Octubre,2022-02-01,Tienda Física,Regular
10936,Ruby Barbara Esparza,36.0,F,Trujillo,La Merced,2022-02-08,Tienda Física,Nuevo
10937,Maximiliano Emiliano Brito Robledo,21.0,M,Arequipa,Cerro Colorado,2020-06-05,Web,Ocasional
10938,Homero Benito Vásquez Abrego,56.0,M,Lima,Pueblo Libre,2022-02-25,Tienda Física,Regular
10939,Lic. Sofía Holguín,54.0,F,Cusco,Cercado,2021-12-19,Web,Regular
10940,Eduardo Pabón,33.0,M,Trujillo,Vista Alegre,2021-07-13,App,Ocasional
10941,Indira Itzel Abreu,44.0,F,Trujillo,Centro,2021-10-30,Tienda Física,Ocasional
10942,Alonso López,40.0,M,Lima,Lince,2021-05-25,Web,Nuevo
10943,Benjamín Peres,58.0,M,Lima,Pueblo Libre,2022-11-10,Web,Ocasional
10944,Sofía Elvia Valverde,34.0,F,Lima,San Isidro,2020-02-25,Tienda Física,Ocasional
10945,Nicolás Ayala,43.0,M,Lima,Miraflores,2020-02-11,Tienda Física,Nuevo
10946,Roberto Clemente Franco Estévez,46.0,M,Arequipa,Cayma,2022-11-29,Tienda Física,Nuevo
10947,Dr. Octavio Ramírez,43.0,M,Cusco,Cercado,2020-04-14,Tienda Física,Premium
10948,Carlos Piña Rocha,35.0,M,Lima,Barranco,2021-06-27,Web,Ocasional
10949,Carolina Briones,39.0,F,Lima,Barranco,2022-01-30,Web,Ocasional
10950,Jorge Luis Manzanares,18.0,M,Lima,La Molina,2021-04-21,App,Ocasional
10951,Estela Berríos Ramos,49.0,F,Arequipa,Yanahuara,2022-03-05,Tienda Física,Ocasional
10952,Camilo Longoria Arenas,21.0,M,Arequipa,Yanahuara,2022-08-09,Web,Ocasional
10953,Aida Bermúdez Aparicio,44.0,F,Lima,La Molina,2021-06-23,Tienda Física,Nuevo
10954,René Maestas,24.0,M,Lima,Jesus María,2020-01-07,Tienda Física,Premium
10955,Aurora García,41.0,F,Arequipa,Cerro Colorado,2021-11-11,Web,Nuevo
10956,Mateo Marco Antonio Melgar Caldera,41.0,M,Lima,Magdalena,2022-08-09,App,Regular
10957,Roberto Gerónimo Mares,44.0,M,Arequipa,Cercado,2022-08-24,Web,Premium
10958,Abigail Magaña Marrero,34.0,F,Lima,San Isidro,2021-12-15,Web,Regular
10959,Aldonza Lomeli,37.0,F,Arequipa,Cayma,2021-05-29,App,Regular
10960,Raquel Amalia Montero,32.0,F,Lima,Pueblo Libre,2020-11-28,Tienda Física,Ocasional
10961,Srita. Ana Luisa Suárez,49.0,F,Lima,Miraflores,2020-01-08,Tienda Física,Ocasional
10962,Lourdes Benavídez,40.0,F,Trujillo,El Recreo,2022-08-23,Tienda Física,Premium
10963,Ing. Adalberto Jáquez,46.0,M,Trujillo,Mansiche,2022-08-30,Web,Ocasional
10964,Fidel Borrego,26.0,M,Trujillo,Mansiche,2022-07-11,Web,Regular
10965,Sra. Graciela del Río,29.0,F,Trujillo,Centro,2021-10-18,Web,Ocasional
10966,Sr. Abel Roybal,44.0,M,Lima,La Molina,2020-05-03,Web,Regular
10967,Emilia Serna Márquez,48.0,F,Lima,Surco,2022-02-17,Web,Premium
10968,Alejandra Villarreal,44.0,F,Lima,Surco,2021-11-12,Web,Regular
10969,Adriana Caballero,28.0,F,Cusco,San Jerónimo,2020-12-16,Tienda Física,Premium
10970,Lic. Luz Patiño,25.0,F,Lima,San Isidro,2020-08-25,Tienda Física,Ocasional
10971,Aldonza Silvia Batista Guerrero,23.0,F,Arequipa,Cerro Colorado,2020-02-07,Web,Nuevo
10972,Rosario Rebeca Ramírez Barreto,43.0,F,Lima,Miraflores,2021-05-20,Tienda Física,Regular
10973,Mitzy Norma Godoy,33.0,F,Lima,San Isidro,2020-09-26,Tienda Física,Nuevo
10974,Sr. Bernabé Barraza,18.0,M,Cusco,San Sebastián,2021-02-26,Web,Regular
10975,Inés Bermúdez Riojas,47.0,F,Lima,Jesus María,2020-07-13,Tienda Física,Nuevo
10976,Elvia Guadalupe del Río,31.0,F,Lima,La Molina,2021-11-12,Tienda Física,Ocasional
10977,Gabriela Linda Castañeda,21.0,F,Lima,Miraflores,2020-12-06,Tienda Física,Premium
10978,Irene Antonia Soria Delgado,27.0,F,Cusco,San Sebastián,2022-10-28,Tienda Física,Ocasional
10979,Silvano Armando Rico,49.0,M,Lima,Miraflores,2022-08-29,App,Ocasional
10980,Claudia Ayala Garica,27.0,F,Trujillo,Centro,2020-05-01,Web,Regular
10981,Adriana Sanabria,33.0,F,Piura,Sullana,2022-08-22,Tienda Física,Regular
10982,Débora Lourdes Corral Romero,50.0,F,Lima,Barranco,2022-10-16,Web,Regular
10983,Manuel Vélez Santiago,36.0,M,Arequipa,Cercado,2022-09-03,Tienda Física,Regular
10984,Adela Berta Ramos Bermúdez,36.0,F,Arequipa,Cerro Colorado,2021-03-09,Web,Regular
10985,Graciela Ojeda Vallejo,28.0,F,Lima,Surco,2022-10-31,Tienda Física,Premium
10986,Rosario Bianca Garibay,34.0,F,Lima,San Isidro,2020-06-28,Web,Regular
10987,Diego Reynaldo Hinojosa Alva,30.0,M,Trujillo,Centro,2021-11-28,App,Regular
10988,Rolando Lorenzo Espinosa,56.0,M,Lima,San Miguel,2021-05-29,App,Nuevo
10989,Dr. Alvaro Calvillo,22.0,M,Cusco,San Sebastián,2022-10-31,Tienda Física,Ocasional
10990,Sergio Arturo Sandoval Ávila,56.0,M,Arequipa,Yanahuara,2022-04-29,Tienda Física,Regular
10991,Srita. Eloisa Caldera,41.0,F,Piura,Veintiséis de Octubre,2021-03-22,App,Regular
10992,Adela Rascón Tovar,50.0,F,Lima,San Isidro,2021-08-26,App,Ocasional
10993,Adela Varela,35.0,F,Lima,Lince,2021-02-25,Tienda Física,Regular
10994,Andrea Narváez Tovar,53.0,F,Lima,Barranco,2021-01-06,Tienda Física,Ocasional
10995,Natalia Carlota Zapata Solorio,30.0,F,Arequipa,Paucarpata,2022-03-07,Web,Regular
10996,Silvano Barrios Segovia,43.0,M,Lima,La Molina,2021-07-30,App,Regular
10997,Rocío Borrego Maestas,18.0,F,Lima,Jesus María,2022-04-21,Tienda Física,Premium
10998,Mariano Pedro Melgar,25.0,M,Lima,Lince,2020-04-20,Tienda Física,Nuevo
10999,Sara Conchita Galván,44.0,F,Trujillo,Vista Alegre,2022-10-29,Tienda Física,Ocasional
11000,Fabiola Reynoso Navarrete,38.0,F,Lima,Jesus María,2022-11-24,App,Regular
11001,Marco Antonio Fonseca Reynoso,63.0,M,Arequipa,Yanahuara,2020-08-16,Web,Regular
11002,Conchita Hermelinda Gallardo Medina,37.0,F,Lima,Miraflores,2021-02-04,Tienda Física,Regular
11003,Violeta Socorro Mora,49.0,F,Arequipa,Paucarpata,2020-05-20,Tienda Física,Premium
11004,Irene Débora Ortiz,44.0,F,Arequipa,Yanahuara,2020-11-24,App,Regular
11005,Humberto Daniel Olmos,28.0,M,Arequipa,Paucarpata,2022-03-20,Tienda Física,Nuevo
11006,Elvia Marroquín González,31.0,F,Arequipa,Yanahuara,2021-04-09,App,Regular
11007,Felipe Alfonso de la Crúz Flórez,28.0,M,Cusco,Cercado,2020-11-25,Web,Ocasional
11008,Yuridia Diana Corona Salgado,22.0,F,Cusco,Cercado,2020-04-19,Tienda Física,Regular
11009,Mónica Gastélum Méndez,34.0,F,Piura,Miraflores,2020-10-01,App,Regular
11010,Yeni Benavides,41.0,F,Lima,Lince,2021-12-26,Tienda Física,Regular
11011,Barbara Guillermina Jáquez Tapia,43.0,F,Piura,Veintiséis de Octubre,2021-09-11,Tienda Física,Regular
11012,Aurora Velasco,45.0,F,Trujillo,El Recreo,2021-08-26,Web,Premium
11013,Darío Laureano,47.0,M,Piura,Castilla,2020-05-21,Tienda Física,Ocasional
11014,Débora Marín Vaca,49.0,F,Lima,Lince,2020-01-29,Web,Ocasional
11015,Catalina Fabiola Sandoval,38.0,F,Trujillo,El Recreo,2021-11-17,Web,Regular
11016,Mauricio Mateo Valdivia,33.0,M,Lima,Surco,2020-06-29,Tienda Física,Ocasional
11017,Emilia Gaytán Ferrer,44.0,F,Lima,Pueblo Libre,2021-05-01,App,Nuevo
11018,Horacio Gollum Sisneros,37.0,M,Arequipa,Yanahuara,2022-07-07,Web,Nuevo
11019,María del Carmen Corrales Zedillo,37.0,F,Piura,Miraflores,2020-05-05,App,Regular
11020,Maximiliano Adalberto Griego Arenas,27.0,M,Lima,San Isidro,2022-01-31,Tienda Física,Nuevo
11021,Conchita Carmen Guardado González,45.0,F,Lima,Miraflores,2020-07-22,Web,Regular
11022,Bruno Omar Rincón,32.0,M,Cusco,San Sebastián,2021-06-08,Tienda Física,Nuevo
11023,Socorro Osorio Gollum,18.0,F,Lima,San Miguel,2021-09-10,Tienda Física,Regular
11024,Isabela Vaca Canales,31.0,F,Lima,Magdalena,2022-11-28,Tienda Física,Regular
11025,Elsa Granado,21.0,F,Cusco,Wanchaq,2022-06-13,App,Regular
11026,Arcelia Puga,48.0,F,Lima,San Miguel,2021-05-29,Tienda Física,Ocasional
11027,Nadia Mayte Solís,25.0,F,Arequipa,Cercado,2020-11-09,Tienda Física,Ocasional
11028,Lic. Jonás Cervantes,32.0,M,Lima,San Miguel,2021-07-15,Tienda Física,Ocasional
11029,Adriana Cecilia Cortez Rico,31.0,F,Lima,Barranco,2020-06-21,Tienda Física,Premium
11030,Ernesto Cruz,18.0,M,Cusco,Cercado,2022-04-22,Web,Ocasional
11031,Gregorio Miranda,41.0,M,Piura,Centro,2021-03-23,App,Ocasional
11032,Manuel Montaño Almonte,39.0,M,Piura,Veintiséis de Octubre,2022-03-13,Web,Ocasional
11033,Natividad Ortiz Centeno,25.0,F,Lima,San Isidro,2020-08-18,App,Nuevo
11034,Ariadna Bañuelos,34.0,F,Lima,Jesus María,2020-10-25,Web,Regular
11035,Noelia Ochoa Uribe,33.0,F,Lima,Magdalena,2020-03-27,Tienda Física,Ocasional
11036,Luis Miguel Porfirio Godínez,45.0,M,Trujillo,Vista Alegre,2020-01-12,Tienda Física,Regular
11037,Claudia Frida Zaragoza Santillán,18.0,F,Trujillo,El Recreo,2022-10-11,Tienda Física,Ocasional
11038,Barbara Abril Mojica,36.0,F,Lima,La Molina,2022-06-30,App,Regular
11039,Ing. Esparta Limón,42.0,F,Lima,Pueblo Libre,2020-04-16,App,Regular
11040,Dra. Socorro Hidalgo,36.0,F,Arequipa,Cercado,2021-02-12,Tienda Física,Nuevo
11041,Dulce María Peres Granados,33.0,F,Arequipa,Cerro Colorado,2022-08-30,App,Ocasional
11042,Tomás Ávalos Esparza,53.0,M,Lima,Lince,2021-09-12,Tienda Física,Ocasional
11043,Gerónimo Ángel Linares,37.0,M,Lima,San Miguel,2022-05-24,Web,Premium
11044,Liliana Natalia Mendoza Collado,26.0,F,Lima,Pueblo Libre,2022-09-21,Tienda Física,Nuevo
11045,Andrés Covarrubias,69.0,M,Trujillo,Centro,2021-02-18,App,Nuevo
11046,Helena Guevara,22.0,F,Trujillo,La Merced,2022-08-04,Tienda Física,Regular
11047,Carolina Méndez,31.0,F,Arequipa,Yanahuara,2020-11-21,App,Regular
11048,Srita. Alicia Alemán,25.0,F,Lima,Barranco,2022-02-25,Tienda Física,Regular
11049,Sonia Peña Narváez,43.0,F,Lima,Lince,2022-04-08,App,Premium
11050,Martín Agustín Delgadillo,42.0,M,Arequipa,Yanahuara,2020-04-28,Tienda Física,Ocasional
11051,Lic. Camilo Vega,49.0,M,Lima,Magdalena,2022-10-18,Tienda Física,Regular
11052,Rodolfo Flavio Rolón,31.0,M,Trujillo,La Merced,2021-07-09,Tienda Física,Premium
11053,Sra. Judith Salcedo,36.0,F,Lima,Pueblo Libre,2022-03-21,Tienda Física,Ocasional
11054,Tania Esther Pacheco Benítez,37.0,F,Piura,Miraflores,2021-05-23,Tienda Física,Nuevo
11055,Sr. Luis Manuel Castro,36.0,M,Arequipa,Cerro Colorado,2022-03-19,Tienda Física,Ocasional
11056,Zeferino Puga,26.0,M,Cusco,Santiago,2020-03-14,Tienda Física,Premium
11057,Gabino Pedro Peña Ávalos,35.0,M,Lima,La Molina,2022-07-25,Tienda Física,Regular
11058,Wendolin Josefina Miramontes,23.0,F,Lima,Surco,2020-01-18,Tienda Física,Ocasional
11059,Karina Esther Matos,29.0,F,Lima,Pueblo Libre,2022-06-15,Web,Regular
11060,Concepción Hurtado Rosales,43.0,F,Trujillo,La Merced,2020-10-03,App,Regular
11061,Ing. Patricia Corrales,29.0,F,Trujillo,Vista Alegre,2020-04-18,Web,Ocasional
11062,Sra. Norma Amador,48.0,F,Arequipa,Cayma,2022-03-18,Tienda Física,Ocasional
11063,Juana Marroquín,31.0,F,Trujillo,Centro,2020-05-15,Tienda Física,Regular
11064,Zacarías Gálvez Luevano,34.0,M,Trujillo,Mansiche,2022-08-22,Tienda Física,Nuevo
11065,Lilia Graciela Guevara Barajas,62.0,F,Arequipa,Cayma,2020-08-13,Tienda Física,Ocasional
11066,Evelio Collazo,52.0,M,Cusco,San Sebastián,2022-01-17,Web,Nuevo
11067,Leonor Fabiola Aranda Rubio,26.0,F,Trujillo,La Merced,2021-08-07,Web,Premium
11068,Verónica Malave,30.0,F,Piura,Sullana,2020-05-02,Web,Nuevo
11069,Alfredo Samuel Echeverría Benítez,25.0,M,Cusco,San Sebastián,2021-09-19,Web,Regular
11070,Dr. Pedro Ayala,36.0,M,Lima,Barranco,2021-05-21,Tienda Física,Nuevo
11071,Mauricio José Eduardo Matos Vaca,29.0,M,Piura,Sullana,2021-01-09,Web,Premium
11072,Adán Correa,23.0,M,Lima,Miraflores,2020-01-04,App,Ocasional
11073,Mercedes Estela Griego Manzanares,45.0,F,Arequipa,Cayma,2022-12-06,Tienda Física,Regular
11074,Gloria Sara Anguiano Gaitán,18.0,F,Trujillo,Centro,2020-05-24,Tienda Física,Regular
11075,Luis Manuel Núñez Tafoya,62.0,M,Arequipa,Cercado,2020-07-16,Tienda Física,Nuevo
11076,Rosario Gloria Orosco,26.0,F,Piura,Miraflores,2020-06-03,App,Ocasional
11077,Pascual Irizarry Salazar,30.0,M,Arequipa,Yanahuara,2022-11-16,Web,Ocasional
11078,Mayte Ariadna Gutiérrez Apodaca,42.0,F,Arequipa,Paucarpata,2020-02-26,Tienda Física,Nuevo
11079,Dra. Georgina Nieto,31.0,F,Arequipa,Paucarpata,2021-04-16,Web,Premium
11080,Graciela Alemán Fernández,49.0,F,Arequipa,Cercado,2022-05-26,Web,Nuevo
11081,Claudio Pascual García Parra,42.0,M,Arequipa,Cayma,2021-12-28,Tienda Física,Ocasional
11082,Jacinto Jaime,55.0,M,Lima,Magdalena,2020-12-17,Web,Ocasional
11083,Judith Canales Almanza,37.0,F,Lima,San Isidro,2020-06-20,Web,Premium
11084,Serafín Huerta,44.0,M,Arequipa,Cerro Colorado,2022-10-15,Web,Nuevo
11085,Blanca Villalobos Irizarry,34.0,F,Trujillo,Centro,2022-01-14,Tienda Física,Ocasional
11086,Ricardo Valentín,29.0,M,Lima,Barranco,2020-05-05,Tienda Física,Nuevo
11087,Ing. Tomás Rolón,67.0,M,Lima,La Molina,2020-01-29,Tienda Física,Nuevo
11088,Pedro Olivera Sanabria,36.0,M,Trujillo,El Recreo,2022-12-17,Web,Nuevo
11089,Adalberto Perea,41.0,M,Arequipa,Cerro Colorado,2021-02-17,Tienda Física,Ocasional
11090,Eva Virginia Apodaca,33.0,F,Lima,Pueblo Libre,2022-11-03,App,Regular
11091,Yolanda Puente,38.0,F,Piura,Miraflores,2020-02-14,Tienda Física,Nuevo
11092,Citlali Jaime,54.0,F,Cusco,San Jerónimo,2022-06-23,Web,Regular
11093,Eric Raúl Salcido Sánchez,43.0,M,Lima,Miraflores,2022-03-02,App,Ocasional
11094,Irene Laura Jaime,41.0,F,Arequipa,Yanahuara,2020-03-17,Tienda Física,Regular
11095,Silvano Esteban Collazo Cintrón,41.0,M,Arequipa,Cerro Colorado,2021-07-07,Tienda Física,Ocasional
11096,Francisca Chacón,51.0,F,Lima,Lince,2022-11-06,Web,Nuevo
11097,Esmeralda Rebeca Cabán,30.0,F,Piura,Centro,2021-10-29,Tienda Física,Regular
11098,Angélica Tania Valadez,32.0,F,Cusco,San Jerónimo,2020-03-03,App,Nuevo
11099,Adalberto Pablo Limón,39.0,M,Arequipa,Paucarpata,2022-04-17,App,Ocasional
11100,Nicolás Daniel Olivares Ordóñez,41.0,M,Lima,La Molina,2022-05-13,Tienda Física,Ocasional
11101,Eugenia Olmos,43.0,F,Lima,Jesus María,2021-02-14,App,Regular
11102,Araceli Nelly Roque,28.0,F,Lima,Pueblo Libre,2022-10-17,Tienda Física,Ocasional
11103,Ramiro Cazares Alvarado,34.0,M,Lima,Lince,2020-12-04,App,Regular
11104,Gabriela Rael,18.0,F,Lima,Magdalena,2022-02-04,App,Ocasional
11105,Isabela Salma Ponce Soto,43.0,F,Lima,Surco,2021-12-01,Tienda Física,Ocasional
11106,Susana Guadalupe Arriaga,46.0,F,Lima,Barranco,2021-04-12,App,Regular
11107,Sandra Cristal Olivares,36.0,F,Lima,Surco,2021-09-27,App,Premium
11108,Emilio Daniel Benavídez Bermúdez,20.0,M,Lima,Surco,2020-05-13,Tienda Física,Ocasional
11109,Ing. Francisco Javier Zambrano,30.0,M,Lima,Lince,2020-07-23,Web,Nuevo
11110,César David Herrera,54.0,M,Lima,Barranco,2022-07-01,Tienda Física,Premium
11111,Linda Citlali Roybal,51.0,F,Piura,Castilla,2021-11-02,Tienda Física,Premium
11112,Lic. Marco Antonio Bermúdez,24.0,M,Lima,San Isidro,2020-03-30,Tienda Física,Premium
11113,Magdalena Ruelas,32.0,F,Trujillo,El Recreo,2020-03-04,Web,Ocasional
11114,Felix Linares Carrasco,51.0,M,Trujillo,Mansiche,2022-12-25,Web,Nuevo
11115,Rodolfo Barela,44.0,M,Cusco,San Sebastián,2022-12-12,Tienda Física,Regular
11116,Concepción Girón Casárez,29.0,F,Lima,Barranco,2020-09-11,Tienda Física,Premium
11117,Felipe Santana Zepeda,35.0,M,Lima,San Miguel,2022-11-25,Tienda Física,Regular
11118,Adriana Esperanza Bétancourt Carreón,32.0,F,Arequipa,Paucarpata,2021-11-14,Tienda Física,Regular
11119,Ernesto Santana Casanova,49.0,M,Arequipa,Paucarpata,2021-08-04,Web,Regular
11120,Bernardo Bernardo Nájera,43.0,M,Trujillo,El Recreo,2022-10-04,App,Regular
11121,Dr. Reynaldo Fuentes,18.0,M,Trujillo,El Recreo,2020-10-19,Web,Nuevo
11122,Gabriel Vázquez Quezada,28.0,M,Lima,Miraflores,2020-10-03,Web,Ocasional
11123,Humberto Carrera Crespo,39.0,M,Lima,Jesus María,2021-10-13,Tienda Física,Regular
11124,Lic. Leonel Bueno,63.0,M,Lima,Barranco,2022-05-11,Tienda Física,Regular
11125,Octavio Toro Arellano,43.0,M,Cusco,San Jerónimo,2022-03-02,Tienda Física,Ocasional
11126,Lorena Elsa Montero,35.0,F,Lima,San Miguel,2022-03-23,Tienda Física,Nuevo
11127,Mariana Isabel Cantú,37.0,F,Trujillo,Vista Alegre,2020-10-16,Tienda Física,Ocasional
11128,Vicente Sanabria,29.0,M,Lima,Magdalena,2020-02-20,Web,Regular
11129,Isabel Sauceda Martínez,50.0,F,Trujillo,El Recreo,2022-10-20,Web,Premium
11130,Antonio Lorenzo Puga Cepeda,45.0,M,Piura,Sullana,2021-08-14,Tienda Física,Premium
11131,Ing. Esther Meza,22.0,F,Cusco,Wanchaq,2022-03-05,App,Nuevo
11132,Teodoro Omar Calvillo,38.0,M,Arequipa,Paucarpata,2022-10-01,Web,Regular
11133,Srita. María Cardona,18.0,F,Lima,Pueblo Libre,2022-02-16,Web,Ocasional
11134,Felix Posada,55.0,M,Trujillo,Centro,2020-01-30,Tienda Física,Nuevo
11135,Sessa Acosta,43.0,F,Trujillo,Vista Alegre,2020-04-08,App,Ocasional
11136,Victoria Perea,20.0,F,Arequipa,Cayma,2022-03-24,App,Nuevo
11137,Ing. José Carlos Guerra,26.0,,Trujillo,Mansiche,2021-08-03,Tienda Física,Regular
11138,Camila Camila Orta Escobar,29.0,F,Lima,La Molina,2021-09-16,Tienda Física,Regular
11139,René Soto Rosado,18.0,M,Lima,La Molina,2020-12-28,Tienda Física,Regular
11140,Abraham Tamez,39.0,M,Lima,La Molina,2022-07-22,Tienda Física,Regular
11141,Marisol Irma Mora,34.0,F,Arequipa,Cerro Colorado,2020-09-27,Tienda Física,Regular
11142,Eloisa Mónica Arguello Rosas,22.0,F,Lima,Pueblo Libre,2021-04-06,Tienda Física,Nuevo
11143,Paola Benítez Macías,25.0,F,Lima,La Molina,2020-11-23,App,Nuevo
11144,Isabela Tejada,40.0,F,Cusco,San Sebastián,2022-10-10,Tienda Física,Premium
11145,Adriana Yeni Palacios Medina,44.0,F,Cusco,Santiago,2022-05-24,Tienda Física,Regular
11146,Clemente Solís Arteaga,33.0,M,Lima,Surco,2022-04-18,App,Regular
11147,Joaquín Uriel Loera Prieto,28.0,M,Lima,Miraflores,2022-02-15,Web,Ocasional
11148,Paulina Ana Espino Cordero,51.0,F,Piura,Castilla,2021-01-06,Tienda Física,Premium
11149,Gregorio Miranda Benavides,46.0,M,Lima,Lince,2020-03-09,Tienda Física,Ocasional
11150,Sra. Magdalena Zambrano,50.0,F,Lima,Pueblo Libre,2022-11-18,Tienda Física,Ocasional
11151,Irene Frida Lucio,57.0,F,Lima,Surco,2021-08-23,Web,Regular
11152,Jonás Rael Echeverría,40.0,M,Piura,Miraflores,2021-04-03,Tienda Física,Premium
11153,Dr. Genaro Altamirano,64.0,M,Cusco,Santiago,2021-09-30,Tienda Física,Ocasional
11154,Víctor Wilfrido Ureña Haro,38.0,M,Piura,Sullana,2020-08-02,Tienda Física,Regular
11155,Isabel Negrón,44.0,F,Lima,La Molina,2022-04-20,App,Ocasional
11156,Alonso Jáquez Arce,,M,Lima,Surco,2020-02-19,Tienda Física,Ocasional
11157,Homero Toro Mena,51.0,M,Lima,Jesus María,2021-02-15,Web,Premium
11158,Ing. Antonio Merino,44.0,M,Trujillo,El Recreo,2021-05-23,Web,Nuevo
11159,Alma Arroyo,24.0,F,Lima,Jesus María,2022-09-26,Tienda Física,Regular
11160,Ing. Patricio Vaca,49.0,M,Lima,San Isidro,2021-10-16,Tienda Física,Nuevo
11161,Manuel Horacio Hernández,35.0,M,Trujillo,Vista Alegre,2022-11-05,Tienda Física,Ocasional
11162,Lorena Antonia Meraz Mondragón,62.0,F,Lima,Barranco,2020-10-04,Tienda Física,Nuevo
11163,Srita. Mercedes Montalvo,39.0,F,Cusco,Santiago,2021-10-19,Web,Ocasional
11164,Estela Asunción Valadez,43.0,F,Arequipa,Paucarpata,2021-02-17,Tienda Física,Ocasional
11165,Alma Adriana Palomo Gaona,28.0,F,Piura,Centro,2021-07-19,Tienda Física,Regular
11166,Eloisa Ybarra Escalante,44.0,F,Cusco,Cercado,2021-01-25,Tienda Física,Regular
11167,Conchita Aida Ceballos Juárez,43.0,F,Piura,Sullana,2021-05-10,Tienda Física,Ocasional
11168,Elisa Huerta,28.0,F,Lima,La Molina,2022-03-09,Tienda Física,Regular
11169,Ignacio Polanco Jiménez,27.0,M,Arequipa,Yanahuara,2020-03-28,App,Ocasional
11170,Lorenzo Gabino Gaona,32.0,M,Arequipa,Cerro Colorado,2022-11-15,Tienda Física,Regular
11171,Jonás Huerta,41.0,M,Trujillo,Vista Alegre,2020-10-29,Web,Regular
11172,Diego Castro,39.0,M,Trujillo,La Merced,2020-05-09,Tienda Física,Ocasional
11173,Eric Rentería Cedillo,46.0,M,Piura,Castilla,2020-06-09,Web,Regular
11174,Hugo Muro Zamora,73.0,M,Lima,Lince,2022-01-22,Tienda Física,Ocasional
11175,Florencia Ángela Pedroza,18.0,F,Cusco,Wanchaq,2022-07-23,Web,
